street_nam,lat,lon
E IBSEN DR,-111.71612795166813,33.614678609308115
E INCA AV,-111.72472038972974,33.592164435467
E INDIAN BASKET LN,-111.9188019128333,33.809653146824964
E INDIAN BEND RD,-111.9118231013836,33.53847482587476
E INDIAN PZ,-111.9212650933826,33.50148454008717
E INDIAN SCHOOL RD,-111.92041953183188,33.493454298104346
E INDIANOLA AV,-111.91275871983983,33.49173268059367
E INDIGO DR,-111.85976973084782,33.63961369605758
E IONA PL,-111.95169767139572,33.73412441766707
E IRISH HUNTER TR,-111.89468473689523,33.57784933576096
E IRON RINGS DR,-111.87013126229192,33.67865377463055
E IRONWOOD BEND,-111.8760497670704,33.644196790971144
E IRONWOOD BLUFF,-111.95701673767864,33.86037642462149
E IRONWOOD CR,-111.95558417531362,33.86309176501115
E IRONWOOD CT,-111.91970797347116,33.57616519163646
E IRONWOOD DR,-111.8800801806874,33.60800095609183
E IRONWOOD SQUARE DR,-111.87695624759806,33.57805424977855
E ISLAND CR,-111.86650424674056,33.58187788281642
E JACK NEVILLE DR,-111.88548456109488,33.83517365277635
E JACKIE DR,-111.88106439176619,33.45950793127605
E JACKLIN DR,-111.71749610077899,33.58418843902621
E JACKRABBIT LN,-111.84247562249303,33.564336750867604
E JACKRABBIT RD,-111.89708345118571,33.51670592700303
E JAGGED PEAK RD,-111.87073526311211,33.81859901044852
E JAMAICA LN,-111.74417975385494,33.630655206068326
E JANICE WY,-111.9367226601747,33.623747643927615
E JASMINE DR,-111.85657138888564,33.63751132788129
E JAVELINA CT,-111.76568974987144,33.628106179704886
E JEAN AV,-111.9540224050112,33.50537549858384
E JEAN DR,-111.93886409519419,33.60913206425237
E JEMATELL LN,-111.92398087323679,33.76176722914629
E JENAN DR,-111.87950698345828,33.59339038441207
E JERICHO DR,-111.7377762269101,33.60449646895892
E JIMSON LOCO LN,-111.84190136569975,33.83578676997531
E JOAN DE ARC AV,-111.93849115634775,33.60772154045737
E JOE FOSS WY,-111.90470412827996,33.46229296683157
E JOJOBA LN,-111.74497506127253,33.614579595156485
E JOMAX RD,-111.88595758069667,33.726739566664676
E JOPEDA LN,-111.86356930785583,33.70395589618652
E JOSHUA TREE LN,-111.92984610645247,33.536934308825415
E JOURNEY LN,-111.90096837477239,33.673627672011136
E JOY RANCH RD,-111.854326293653,33.829838052232
E JUAN TABO RD,-111.8750673241938,33.70901830037819
E JUANA CT,-111.96513436666426,33.744012451322334
E JUDSON RD,-111.93513856925425,33.53659337526723
E JUNIPER AV,-111.947698366877,33.639485969695684
E JUNIPER CR,-111.83291039975266,33.83875603333828
E JUSTICA ST,-111.97324413055118,33.75783150770571
E JUSTINE RD,-111.95907428473647,33.6287254242798
E KALIL CR,-111.92327006887311,33.590553726282735
E KALIL DR,-111.85993207610689,33.590648536609336
E KAREN DR,-111.90521871889239,33.62447912112903
E KASBA CR,-111.93699303315998,33.51428994448782
E KATHLEEN RD,-111.95125457752647,33.63124986971511
E KEIM DR,-111.90965158506634,33.52682534268559
E KELTON LN,-111.94973331476145,33.63794114258685
E KEMPER WY,-111.86947954264735,33.65995471751451
E KENDRA LN,-111.83329982910612,33.86461338822613
E KENSINGTON PL,-111.70967369628806,33.571983325802684
E KEOTA DR,-111.72906236890236,33.583824963019694
E KERN CT,-111.76785710279164,33.56831663404694
E KEYMAR DR,-111.73027392556817,33.613314921984454
E KIISA DR,-111.87437247182851,33.80067620641635
E KIM DR,-111.73930719966945,33.633944106863524
E KIMBERLY WY,-111.87902213012362,33.657557934261135
E KIMSEY LN,-111.91218475580168,33.45610829808599
E KINGS AV,-111.9512405603652,33.6360460318462
E KINGSTREE BL,-111.72183780243213,33.58640948151594
E KIPLING DR,-111.73958926817747,33.63296011397335
E KIRK LN,-111.70965254070724,33.57555870366292
E KIRKLAND RD,-111.96946139049706,33.68970832806909
E KIT FOX PL,-111.75747176969112,33.63591240587173
E KIVA,-111.89905422411343,33.452082926389934
E KIWANIS DR,-111.71455746680913,33.598819855311035
E KNOLLS DR,-111.95090549739702,33.83489834857829
E KNOLLS WY,-111.9498584257965,33.834635371948956
E KOHUANA PL,-111.94914334686155,33.826213255577514
E KORA LN,-111.84411077123227,33.62747746543703
E KORA WY,-111.83389654897616,33.62492175944908
E KRAIL ST,-111.90070790267617,33.53442305284743
E KRALL ST,-111.92086430838005,33.53419606587371
E LA ESTENCIA CR,-111.98542196085128,33.75533131929515
E LA JUNTA RD,-111.86986720904336,33.71183215036203
E LA MONTANA DR,-111.71547641529996,33.60935319604988
E LA PALOMA CT,-111.88392652550412,33.695841364888885
E LA PASADA DR,-111.70829843624787,33.61735785132768
E LA POSADA CR,-111.84995694411268,33.69636779103455
E LA POSADA CT,-111.88403009882556,33.69661972592938
E LA SALLE RD,-111.93135654828271,33.836525975310366
E LA SENDA,-111.89774168868814,33.69328573493871
E LA VERNA WY,-111.84464020951575,33.8187054123917
E LA VILLITA,-111.91142191945796,33.50876866925674
E LAFAYETTE BL,-111.95132509087775,33.4952871942973
E LAKEVIEW CT,-111.9137091457027,33.54931385746567
E LAKEVIEW DR,-111.85793490303872,33.57964656546946
E LAMPLIGHTER WY,-111.71735535486303,33.5969058584564
E LANEY CT,-111.71445850190315,33.6111096628397
E LANGUID LN,-111.94390314216625,33.80354718644734
E LANTANA LN,-111.73563496401397,33.60515551251188
E LANTERN LN,-111.708025409412,33.61670009954206
E LAREDO LN,-111.93972236475281,33.65480240486476
E LARIAT DR,-111.88526599341397,33.67835258414874
E LARIAT LN,-111.88302730401578,33.72509012829528
E LARKSPUR DR,-111.90062024323555,33.600548050449326
E LARKSPUR LN,-111.92689439041462,33.449529725947535
E LARKSPUR RD,-111.92087844723862,33.60013706475355
E LARRY HUGHES DR,-111.88015750820824,33.84640414793458
E LAS ESTANCIAS ST,-111.90068431867806,33.53702408408181
E LAS PALMARITAS DR,-111.92396135496784,33.558307817925574
E LAS PIEDRAS,-111.89449352921167,33.76158666246036
E LAS PIEDRAS WY,-111.9113243191056,33.75858358522217
E LASER DR,-111.72201592245803,33.573085717636836
E LASSO PL,-111.88253903630869,33.67709189572994
E LAST TRAIL DR,-111.71949454321937,33.569187982899216
E LATHAM ST,-111.91280762949904,33.46025931088948
E LATIGO LN,-111.85809563152135,33.725470536562945
E LAUREL LN,-111.87353112491682,33.59484418581631
E LAZY J RD,-111.91372716686736,33.77137143751915
E LAZY LIZARD LN,-112.01546778873657,33.81728316796122
E LAZY LN,-111.91955361194398,33.81947208985894
E LAZYWOOD PL,-111.88470201756044,33.81834807091588
E LE MARCHE AV,-111.9533337502069,33.63208441699765
E LE MARCHE DR,-111.85202162097661,33.63212438425423
E LEANING ROCK RD,-111.90059592871899,33.78441449782811
E LEDFERD LN,-111.70933569299324,33.57652827577621
E LEGACY BL,-111.8814217019487,33.65574038411546
E LEGACY COVE CR,-111.87803688435656,33.65522665905616
E LEGACY LN,-111.87008425930048,33.656878085654924
E LEGACY RIDGE RD,-111.87234428807072,33.85119603052557
E LEGEND TRAIL PY,-111.88235123095957,33.792049352761175
E LEGENDARY LN,-111.87514025493081,33.8001616548721
E LEHI RD,-111.85573854381597,33.45864791259437
E LEISURE LN,-111.94597437172058,33.807641774506344
E LEITH LN,-111.95594407362056,33.5845201169861
E LEMA CR,-111.71246466010702,33.57655971600244
E LEO DR,-111.72351409445969,33.56891417753534
E LEWIS AV,-111.93920473820215,33.474992185122346
E LEXINGTON PL,-111.92894526527945,33.45758443273964
E LIBBY ST,-111.96693507059881,33.64879179186999
E LILAC DR,-111.92630940718644,33.44879630409271
E LILLIAN LN,-111.84575377465525,33.63243558846589
E LIMOUSIN DR,-111.88501313353734,33.861274345081
E LINCOLN DR,-111.91627775878062,33.53120328071227
E LINDEN LN,-111.95159685257427,33.486656636169116
E LINKS DR,-111.72924678809699,33.57766669426655
E LIPPIZAN TR,-111.90360750531276,33.57719718536086
E LITTLE HOPE PL,-111.95002958241412,33.812799952135066
E LOFTY POINT RD,-111.86153833495996,33.81986667437199
E LOMA LAND DR,-111.91654903604672,33.46445075798033
E LOMA LN,-111.9244213963433,33.55419123963466
E LOMAS VERDES DR,-111.93627197677824,33.72947857241784
E LOMBARD PL,-111.73041377839041,33.57880635493227
E LONE MOUNTAIN RD,-111.93496888358797,33.790090586353394
E LONE WOLF TR,-111.77244888814835,33.63336533888227
E LONESOME TR,-111.96508343622361,33.77993648017863
E LONG RIFLE RD,-111.91720260934422,33.81635964877485
E LONG SHADOW TR,-111.9498155134043,33.788973230794284
E LONGHORN TR,-111.8879750162548,33.68162275022286
E LOOKOUT LEDGE,-111.76148732443913,33.568152142521285
E LOOKOUT MOUNTAIN DR,-111.865535005111,33.839587978783705
E LOS GATOS DR,-111.89600556766139,33.68783523508898
E LOS MOCHOS CT,-111.75490788329004,33.624771147480786
E LOS PORTONES DR,-111.92333464384082,33.704188782548265
E LOST ARROW DR,-111.72394598049075,33.5988547148337
E LOST CANYON DR,-111.85504480794611,33.688869707581055
E LOST CANYON NORTH,-111.85267762726457,33.69191646727737
E LOST HILLS DR,-111.73652323991485,33.61144855158894
E LOTUS LN,-111.7506063241336,33.60220556858005
E LOVING TREE LN,-111.85029266612368,33.839817479523326
E LOWDEN CT,-111.95282299894005,33.76497568144512
E LOWDEN DR,-111.93261347178851,33.76476298979654
E LOWER WASH PASS,-111.92384438386472,33.77146947118613
E LUCIA DR,-111.972644598702,33.743327885441985
E LUCKY LN,-111.92425552958242,33.82466441206972
E LUDLOW DR,-111.93628324245805,33.612253138408306
E LUKE AV,-111.94142305707226,33.51831702679503
E LUKE LN,-111.91310242658379,33.51711909470165
E LUNAR LN,-111.71604860734003,33.57000257509223
E LUPINE AV,-111.82688705315935,33.59077261117944
E LUPINE DR,-111.7701003957704,33.59123835489876
E LYRA DR,-111.93173572210554,33.464674081082734
E LYSILOMA PL,-111.9535400853809,33.801892423462604
E MACKENZIE DR,-111.90127907913377,33.49707229447739
E MADDOCK RD,-112.01536592696195,33.82087902543973
E MADERA DR,-111.8714513310008,33.85133477236844
E MAGUAY RD,-111.94970940520899,33.844365918639724
E MAIN ST,-111.92385971257193,33.49304672065646
E MALCOMB DR,-111.91063935600306,33.52929189382929
E MALLARD CT,-111.7104148539499,33.60013260171976
E MALLOW CR,-111.859358538853,33.61996297245682
E MALTA DR,-111.71298274707038,33.59181260781313
E MANANA DR,-111.91286341814076,33.69106036933379
E MANANA RD,-111.8307718225209,33.87475494564078
E MANZANITA DR,-111.91782705055898,33.55358861263372
E MAPLE DR,-111.88388289596183,33.65915582006464
E MAPLE LN,-111.88188881067839,33.659380154774574
E MARATHON DR,-111.75624434269831,33.63769613343331
E MARCONI AV,-111.96252526993338,33.6310831630449
E MARIA DR,-111.92033359563789,33.71543983500315
E MARICOPA MESA EAST,-111.8465168206319,33.59779300586021
E MARICOPA MESA SOUTH,-111.85009106434379,33.59882166524398
E MARIGOLD CT,-111.75193767478481,33.61278182454417
E MARIGOLD LN,-111.9230476125634,33.44791251048395
E MARILYN DR,-111.95849986048296,33.62093274512428
E MARILYN RD,-111.95667890301591,33.62117449568194
E MARINO DR,-111.97194286880244,33.651509962484354
E MARIOCA CR,-111.94572607360863,33.78969886395499
E MARIOLA WY,-111.84658033666825,33.865915084828686
E MARIPOSA DR,-111.90994059208107,33.508074160126085
E MARIPOSA GRANDE DR,-111.86575252444216,33.703620769655885
E MARIPOSA ST,-111.9570590271846,33.50078883287978
E MARK LN,-111.89559237535114,33.74344134741953
E MARK WY,-111.94552924543069,33.830110823965875
E MARKET ST,-111.89025008512186,33.67218367750381
E MARLETTE AV,-111.92293602787251,33.52865173511098
E MARNY DR,-111.92127866426706,33.44493451936917
E MARRIOTT DR,-111.9698962767385,33.682486417941945
E MARY KATHERINE DR,-111.83645591284039,33.5911014389562
E MARY SHARON DR,-111.91432846990757,33.7601346757293
E MAVERICK CT,-111.89453892934971,33.83567608991471
E MAVERICK RD,-111.93587152988549,33.55556060382893
E MAXIE DR,-111.88106612970651,33.45914421358958
E MAYAN DR,-111.75889973048267,33.62258820246095
E MAYO BL,-111.93528846412292,33.65782894635401
E MAZATZAL CR,-111.7539629628372,33.63047458865788
E MAZATZAL DR,-111.97148772386655,33.74966582064569
E MCCLAIN DR,-111.91037122168773,33.62839951859458
E MCCORMICK PY,-111.9137070026068,33.54747236262451
E MCDONALD DR,-111.91456625467522,33.52390721708347
E MCDOWELL MOUNTAIN RANCH RD,-111.8605027140178,33.629244526937285
E MCDOWELL RD,-111.89314059970305,33.46588035758862
E MCKELLIPS RD,-111.90716691058869,33.45148602249143
E MCKINLEY ST,-111.92103182517933,33.45601082018623
E MCKNIGHT AV,-111.91903677610156,33.49366492820614
E MCLELLAN BL,-111.91597015229397,33.53308527950144
E MCLELLAN LN,-111.91842968521567,33.5324337612784
E MEADOW DR,-111.94954474556971,33.6415154350114
E MEADOW HILL DR,-111.86182586819648,33.612623463943045
E MEADOW HILLS DR,-111.88766735012707,33.61524834719762
E MEADOWBROOK AV,-111.88696074732519,33.50390698430206
E MEADOWHILL DR,-111.84600101785293,33.61424512527588
E MEADOWLARK LN,-111.93679251053612,33.54022488362466
E MEDLOCK DR,-111.91201145491827,33.511803654628764
E MELANIE DR,-111.97903269059884,33.75445413586559
E MELINDA LN,-111.9748197547142,33.68270650021777
E MERCER LN,-111.85967589059567,33.585288970034675
E MERION WY,-111.92842920786589,33.55828104553425
E MERRELL ST,-111.97762018251986,33.481629271790794
E MESCAL ST,-111.89919782030472,33.586777501928175
E MESQUITE CR,-111.92945939502533,33.43876104347972
E MESQUITE DR,-111.8672994000588,33.842858787596114
E MESQUITE LN,-111.95958179380213,33.50732057239244
E MESQUITE RD,-111.94602370124916,33.84210968816729
E MESQUITE TR,-111.8885981164616,33.67827380979166
E MIAMI RD,-111.91563729947168,33.545080705528775
E MICHELLE DR,-111.95209167651032,33.649418835647275
E MICHIGAN AV,-111.97531540125351,33.652622272786026
E MIGHTY SAGUARO WY,-111.93048237879505,33.7793012242863
E MILITARY RD,-111.9380907342885,33.829063320457735
E MILKWEED CR,-111.8856449421869,33.72396302214681
E MILTON DR,-111.94527655754126,33.76135894243856
E MIMOSA DR,-111.83504540079052,33.72842946738153
E MINNEZONA AV,-111.8841796530478,33.50311173833628
E MIRABEL CLUB DR,-111.86165121045866,33.817197932449446
E MIRAGE CROSSING CT,-111.71585870026531,33.62285884944404
E MIRAMONTE DR,-111.92263362169993,33.83337823178275
E MIRAMONTE WY,-111.76170475982697,33.57215568591389
E MIRASOL CR,-111.84919163815114,33.63340857165039
E MIRAVISTA,-111.75327357516478,33.57097033843208
E MISSION LANE CR,-111.82124431320075,33.569879318786256
E MISSION LN,-111.84971660825171,33.57022494638854
E MITCHELL DR,-111.9453562693426,33.488283122681736
E MOCKINGBIRD LN,-111.95619693804018,33.55792131065365
E MOHAVE PL,-111.97641688478491,33.55562956992911
E MOHAWK LN,-111.88212728525954,33.672183971615205
E MONACO DR,-111.7251108943213,33.59701177887166
E MONICA DR,-111.91133492377008,33.64270271613651
E MONOGRAM,-111.92318676699948,33.68589840236243
E MONTANOSO,-111.89438127367902,33.766123081779
E MONTANOSO DR,-111.90143925260857,33.762146564453225
E MONTE CRISTO AV,-111.9511684189877,33.63144680116513
E MONTE VISTA RD,-111.9152324540787,33.47141057188901
E MONTEBELLO AV,-111.90492546282351,33.52038655845141
E MONTECITO AV,-111.90178932185944,33.49919505336821
E MONTELLO RD,-111.89701874419913,33.812709775524176
E MONTEREY DR,-111.73251463214872,33.5668580384563
E MONTEREY WY,-111.91898858714218,33.48542840986815
E MONTEROSA AV,-111.89440477495265,33.49531940062678
E MONTEROSA DR,-111.83038058156129,33.49682773127112
E MONTEROSA ST,-111.94019319984807,33.49584683074445
E MONTERRA WY,-111.92416420015272,33.72772045515808
E MONTEZUMA RD,-111.90349681117831,33.847976068400015
E MONTGOMERY RD,-111.94966973052396,33.762990413234796
E MONTREAL PL,-111.9367699971296,33.63241750002121
E MONTROSE DR,-111.72826458265513,33.61688903415181
E MONUMENT DR,-111.8554544089747,33.74633267568099
E MOONLIGHT CANYON,-111.86539839848088,33.67543689498361
E MOONLIGHT PASS,-111.89742016947274,33.78594283511807
E MOONLIGHT WY,-111.97841707845731,33.547871577324436
E MOONSET CLOSE,-111.85053369986142,33.597997906729326
E MORELAND ST,-111.92507174145673,33.46117891159069
E MORGAN TR,-111.90507857403131,33.57750833820334
E MORNING BREEZE DR,-111.86473027434522,33.86531137673386
E MORNING DOVE DR,-111.77059046223599,33.636954961651576
E MORNING GLORY WY,-111.74425885841305,33.61403481219828
E MORNING STAR DR,-111.85770276154443,33.63098735369327
E MORNING STAR RD,-111.96619767023806,33.86805257643691
E MORNING VISTA DR,-111.9601738263998,33.75202329784549
E MORNING VISTA LN,-111.9300122715123,33.75320011306309
E MORNING VISTA RD,-111.86634883917591,33.752155772988644
E MORRISON LN,-111.9598234787452,33.55032779322231
E MORTEN AV,-111.92930429732519,33.548167838762474
E MOSSMAN RD,-111.97460124112646,33.68350954992691
E MOUNTAIN CT,-111.95072112197504,33.811848791507956
E MOUNTAIN MAJESTY,-111.76183544830818,33.569882101663225
E MOUNTAIN PEAK DR,-111.87213366929342,33.650005788654504
E MOUNTAIN SPRING RD,-111.87430853891257,33.670146487999126
E MOUNTAIN VIEW CT,-111.75892565163313,33.59810280420001
E MOUNTAIN VIEW RD,-111.88109055972753,33.57465205848804
E MOUNTAINVIEW LAKE DR,-111.86431633072323,33.57547843735306
E MOURA DR,-111.91524294747188,33.763844067518434
E MULBERRY DR,-111.97282661397682,33.486583948744894
E MULBERRY LN,-111.90248599341966,33.486676407242435
E MULBERRY ST,-111.89682743529411,33.48657528754439
E MULE DEER TR,-111.86718587896243,33.67350637410695
E MUMMY MOUNTAIN RD,-111.95810722663435,33.55532231137089
E MURIEL DR,-111.96196180839895,33.64653882386993
E MURRAY LN,-111.91621156776188,33.47444022211599
E MUSTANG CR,-111.97720228369027,33.79324628789311
E MUSTANG DR,-111.74734096745318,33.59089367414192
E MUSTANG TR,-111.89688924632851,33.578793419717194
E NASEEM TR,-111.90572854652036,33.57768051902096
E NAUMANN DR,-111.94669785263464,33.52849576568733
E NAUNI VALLEY DR,-111.95793080550133,33.525745012296625
E NAVARRO WY,-111.92802216928743,33.747590905574924
E NESTLING WY,-111.91649429131614,33.669951082266884
E NEW RIVER RD,-111.97140050495852,33.80948093964275
E NIBLICK WY,-111.70729138808635,33.582314350844094
E NICHOLAS PL,-111.96847787324941,33.63990267789747
E NICKLAUS DR,-111.71947493665753,33.580389747920286
E NIGHT GLOW CR,-111.94542115027001,33.79307063349122
E NIGHT GLOW DR,-111.959649508175,33.79285701196405
E NIGHTINGALE STAR CR,-111.93347340148723,33.79833205276827
E NIGHTINGALE STAR DR,-111.90058246867981,33.79850036713656
E NIMITZ RD,-111.91396142413737,33.73578607706644
E NISBET RD,-111.95990121658402,33.62276658489972
E NITTANY DR,-111.88224555128082,33.65504250499995
E NO MORE RD,-111.89401111140583,33.8268150534899
E NOGALES RD,-111.91559583254383,33.54349183720199
E NOLINA TR,-111.85861056161248,33.84049000341488
E NONCHALANT AV,-111.91785187941974,33.82046234893045
E NORTH LN,-111.87846727585955,33.58109882791163
E NORTHERN AV,-111.9317072701278,33.55299452989663
E NORTHLAND DR,-111.91023399016171,33.50863671669984
E NORTHVIEW LN,-111.88655441713016,33.82067003084805
E NUGGET DR,-111.84183733530469,33.85620121951052
E OAK ST,-111.90359642014538,33.47304776070851
E OAKHURST WY,-111.96430641092817,33.5911875716568
E OAKMONT DR,-111.92969160947946,33.5599702010426
E OAKSHORE DR,-111.9132599237527,33.54975969195605
E OASIS ST,-111.7853546320721,33.46908919144363
E OATMAN DR,-111.84558262878421,33.86084879763753
E OBERLIN WY,-111.8702811015498,33.737851746905974
E OCOTILLO CR,-111.9333540567487,33.53327204671038
E OCOTILLO DR,-111.73809562902797,33.59145430206208
E OCOTILLO RD,-111.91199336550251,33.679282349026956
E OCUPADO DR,-111.95729925332746,33.7810623738672
E OLD FIELD RD,-111.89744276293402,33.77895170259222
E OLD PAINT TR,-111.92476335771605,33.800964023244035
E OLD TRAIL RD,-111.86173597136471,33.84054652089871
E OLD TRAILS RD,-111.84394833892549,33.8587633433915
E OLD WEST WY,-111.94764820964454,33.78636123061168
E OLD WRANGLER TR,-111.87833627755114,33.88005720206263
E OLESEN RD,-111.93619613891813,33.79563524569452
E OLIVE AV,-111.89211852938112,33.49112747362695
E OLIVINE AV,-112.01569687090253,33.82374197066761
E ONYX AV,-111.93585224987415,33.577008346408114
E ONYX CT,-111.8835509419826,33.57859963613886
E ORANGE BLOSSOM DR,-111.93151083715338,33.51105919684502
E ORANGE BLOSSOM LN,-111.91667666145824,33.504702293101495
E ORCHID LN,-111.96662407301187,33.562182526423
E ORCHID RD,-111.94973607309632,33.561293996931774
E ORILLO OESTE RD,-111.97357630115417,33.819651556332126
E ORION DR,-111.93228737789684,33.465143411383934
E ORO GRANDE DR,-111.70863680052862,33.62360107383958
E OSBORN DR,-111.92397678543975,33.48682222150349
E OSBORN RD,-111.91694972817456,33.487560663302474
E OVERLOOK CT,-111.7438233950227,33.6324860351727
E OVERLOOK DR,-111.90597555473487,33.6836007067578
E OXFORD DR,-111.72172465907633,33.622422122223455
E PACESETTER WY,-111.90050704136493,33.64817482626719
E PAGELAND CR,-111.75136774081032,33.63750852266687
E PAINT PONY DR,-111.90044622427476,33.83003796737006
E PAINTED SKY CR,-111.83914107042807,33.85435330833693
E PAISANO CR,-111.9534298251258,33.49218892433172
E PALATIAL CR,-111.74707671107404,33.58307084787018
E PALATIAL DR,-111.74572304995465,33.58270161559862
E PALISADES BL,-111.73218454855714,33.60968022030087
E PALM LN,-111.905913939137,33.46931038951566
E PALM RIDGE DR,-111.86656118675737,33.61548389642761
E PALM TREE DR,-111.88287357487545,33.661032792758974
E PALMER WY,-111.7086156014471,33.58166844304958
E PALO BREA BEND,-111.88250668039112,33.64633991009018
E PALO BREA CT,-111.74641792762422,33.62056457809058
E PALO BREA DR,-111.85777538530552,33.848367905769166
E PALO BREA LN,-111.97657333391967,33.762284377841915
E PALO VERDE DR,-111.92392797929143,33.52239056897424
E PALO VERDE LN,-111.93814669529598,33.52219132271583
E PALO VERDE PASS,-111.95634896115519,33.85720343913077
E PALO VERDE PL,-111.96777253865015,33.53760418234702
E PALOMA CT,-111.77427568951312,33.637453877251495
E PALOMINO BL,-111.74588135592217,33.591309611435165
E PALOMINO LN,-111.94936910536808,33.78529715204768
E PALOMINO RD,-111.8592304290489,33.55957129924696
E PANCHO VILLA PL,-111.754399458966,33.62333568583075
E PANORAMA DR,-111.92764224229444,33.86215966389566
E PAPAGO CR,-111.93702059140904,33.453383249121146
E PAPAGO DR,-111.92992090367203,33.45390051820885
E PARADISE CANYON RD,-111.94708887241812,33.54644076264778
E PARADISE DR,-111.89335753502716,33.59558248384728
E PARADISE LN,-111.89893392222841,33.6315641310515
E PARADISE PY,-111.9323992935947,33.50714154992157
E PARADISE RANCH RD,-111.9291575815767,33.54714012899013
E PARADISE VILLAGE PY,-111.97940417122949,33.59551721855695
E PARAISO DR,-111.87998560194094,33.69450747058065
E PARKSIDE LN,-111.86902321165303,33.66057473535398
E PARKVIEW AV,-111.7176741065134,33.60596404153526
E PARKVIEW DR,-111.94226627894888,33.47122879997415
E PARKVIEW LN,-111.88526172533291,33.706512279535225
E PARLIN DR,-111.71491708340004,33.59111084786545
E PASADENA AV,-111.92611273963206,33.50982830234395
E PASARO DR,-111.91839046703109,33.7676818034544
E PASEO DE ORO,-111.94964250155691,33.85937562695998
E PASEO DULCE,-111.95605197517122,33.82857580548071
E PASEO HERMOSO,-111.95648570998043,33.8301423726968
E PASEO REDONDO,-111.89407471090668,33.75824305832704
E PASO NUEVO DR,-111.9414455271325,33.83365577383646
E PATHFINDER DR,-111.97113525378512,33.68594187460631
E PATRICK LN,-111.96678711209644,33.69259892590865
E PATTI DR,-111.88103641467953,33.46205135970345
E PAUL NORDIN PY,-111.71769536483029,33.60205679559438
E PAVILIONS BL,-111.88864278990933,33.54099028178192
E PAVOREAL DR,-111.93666752137673,33.501701665734316
E PEAK CR,-111.86035568404118,33.72962274349756
E PEAK VIEW RD,-111.89980196473562,33.74855979415464
E PEAKVIEW CT,-111.74879980980889,33.61742593871631
E PECOS LN,-111.90577630254188,33.51608221940899
E PENASCO,-111.89547115940934,33.76899821736604
E PENSTAMIN DR,-111.85024733425071,33.63343328845844
E PEPPER TREE LN,-111.90586841128395,33.53778456338269
E PERDIDO DR,-111.95931408741882,33.80362196670899
E PEREGRINE PL,-111.86891654080968,33.79478692776923
E PEROLA DR,-111.94193709538462,33.766081761801345
E PERSHING AV,-111.9074621210327,33.606380129190704
E PERSHING RD,-111.93673142473816,33.60550531208617
E PESO PL,-111.71397560376914,33.61027552711027
E PHANTOM WY,-111.88947967060193,33.672568257378884
E PHELPS RD,-111.94285663548902,33.63876983206854
E PHOENICIAN BL,-111.94576870240446,33.50632393257192
E PICCADILLY RD,-111.89960504212551,33.49323472221645
E PIEDRA DR,-111.86897109926596,33.65296118211239
E PIERCE ST,-111.91628787108826,33.455268978157434
E PIMA CENTER PY,-111.88574932324913,33.557992921395474
E PINCHOT AV,-111.94484559855913,33.48231264489224
E PINCHOT DR,-111.89481176820696,33.48254753817546
E PINCUSHION WY,-111.73462353002878,33.591443808256514
E PINE DR,-111.90504546395478,33.46805791208897
E PINE VALLEY DR,-111.85676387911975,33.61888627750517
E PINE VALLEY RD,-111.86501004494518,33.62092844713706
E PINNACLE CT,-111.75723494502776,33.596834626088864
E PINNACLE PEAK CR,-111.8756214254512,33.69785581301732
E PINNACLE PEAK PY,-111.85520199859613,33.7264200488824
E PINNACLE PEAK RD,-111.89159768871323,33.698761391003885
E PINNACLE VISTA DR,-111.89256697505782,33.73398053130324
E PINON DR,-111.84054648393268,33.73025560491614
E PINTAIL CT,-111.70979237613976,33.59807348350064
E PIPER PL,-111.88345445988345,33.579522589776396
E PIPING ROCK RD,-111.96359645018359,33.614891688825885
E PIRATES COVE DR,-111.71870361955669,33.570389685844624
E PLAYER CT,-111.71352170950443,33.582737004336096
E PLAZA AV,-111.90388223040306,33.514254831273064
E PLEASANT PL,-111.90924084534286,33.82610340172768
E PLEASANT RUN,-111.90222101805365,33.551198649967176
E POCO CALLE,-111.9743155395997,33.55897509314418
E POINSETTIA DR,-111.8785902557649,33.59358953997696
E POLK ST,-111.92016209982341,33.45216063209326
E PONDEROSA DR,-111.73586665717933,33.6108662891781
E PONTEBELLA DR,-111.91942389197531,33.764116259383876
E PORTLAND ST,-111.93034394994443,33.45990917007681
E POSTAGE STAMP RD,-111.8436549208725,33.70357290829541
E POSTON DR,-111.96149734932634,33.69344364729676
E POWDERHORN DR,-111.73044875468435,33.569177172591196
E POZOS DR,-111.9151524907549,33.68469778239735
E PRAIRIE CR,-111.87967865327836,33.803686743955865
E PRAIRIE DOG TR,-111.7664918418943,33.638693307837364
E PRESERVE WY,-111.88416506267008,33.793303982631954
E PRESIDIO CT,-111.75084273713787,33.59692977809598
E PRESIDIO DR,-111.87865875540643,33.608263452804344
E PRESIDIO RD,-111.93268693355974,33.60863175849218
E PRICKLY PEAR LN,-111.97374960301072,33.543683176448276
E PRICKLY PEAR RD,-111.96654552337492,33.81280177728328
E PRICKLY PEAR TR,-111.87360495514336,33.71993605315199
E PRICKLY PEAR WY,-111.88919505302604,33.6778669525184
E PRIMROSE DR,-111.73751071952283,33.60927334517041
E PRIMROSE PA,-111.91179454303945,33.81990590246525
E PRINCESS BL,-111.91631043985664,33.64778866301116
E PRINCESS COURT,-111.74283406822775,33.62444675869348
E PRINCESS DR,-111.90971328486248,33.6450431619737
E PRINCETON AV,-111.919501687387,33.477388757225924
